3.91E-03,197.8626988
7.81E-03,194.5255912
1.17E-02,190.6043305
1.95E-02,183.5558385
2.73E-02,177.6628311
3.52E-02,172.9633971
4.30E-02,169.3451824
5.86E-02,164.6573709
7.42E-02,161.422602
0.10546875,157.8216437
0.13671875,155.6887878
0.19921875,153.8026789
0.26171875,152.9369135
0.38671875,152.4121154
0.51171875,152.254476
0.63671875,152.2068959
0.88671875,152.1893586
1.3867188,152.1825993
2.3867188,152.1703686
3.3867188,152.1721713
4.3867188,152.1741976
6.3867188,152.1726511
8.3867188,152.167318
10.386719,152.1586882
14.386719,152.1378979
18.386719,152.1181341
22.386719,152.1006658
26.386719,152.0858376
30.386719,152.0724869
38.386719,152.0503491
46.386719,152.0277013
54.386719,152.0186937
62.386719,152.009189
70.386719,151.9997734
78.386719,151.9919957
86.386719,151.9854276
94.386719,151.9801163
110.38672,151.9721588
126.38672,151.9663987
142.38672,151.9620764
158.38672,151.9587785
174.38672,151.9559118
206.38672,151.9509174
238.38672,151.9464351
270.38672,151.9423592
302.38672,151.9387116
334.38672,151.9354279
366.38672,151.9321758
398.38672,151.9294525
430.38672,151.9271535
494.38672,151.9238315
510.38672,151.9230881
542.38672,151.9218601
574.38672,151.9208338
606.38672,151.919946
670.38672,151.9184078
734.38672,151.917022
798.38672,151.9156513
862.38672,151.9142286
926.38672,151.9127956
990.38672,151.9113768
1054.3867,151.9099888
1118.3867,151.9086467
1246.3867,151.906218
1278.3867,151.9056416
1342.3867,151.9045709
1406.3867,151.9035588
1470.3867,151.9024761
1534.3867,151.9014928
1598.3867,151.9006132
1662.3867,151.8997374
1726.3867,151.8989771
1790.3867,151.8984815
1854.3867,151.8979928
1918.3867,151.8975119
2046.3867,151.8966438
2174.3867,151.8958689
2302.3867,151.8951695
2430.3867,151.8945392
2558.3867,151.8939619
2686.3867,151.8934119
2814.3867,151.892884
2942.3867,151.8923605
3070.3867,151.8918376
3326.3867,151.8908148
3582.3867,151.8898481
3838.3867,151.8889837
4094.3867,151.888208
4350.3867,151.8874703
4606.3867,151.8867633
4862.3867,151.8861288
5118.3867,151.8855448
5374.3867,151.8849994
5630.3867,151.8844559
5886.3867,151.8839236
6142.3867,151.8834229
6270.3867,151.8831925
6398.3867,151.8829711
6526.3867,151.8827409
6782.3867,151.8822223
7038.3867,151.8817794
7294.3867,151.8815535
7550.3867,151.8813606
7806.3867,151.8811486
8062.3867,151.8809224
8318.3867,151.8806905
8574.3867,151.8804488
8830.3867,151.8802045
9342.3867,151.8797279
9854.3867,151.8792692
10366.387,151.8788189
10878.387,151.8783787
11390.387,151.8779526
11902.387,151.8775471
12030.387,151.8774507
12286.387,151.8772562
